Dataset,Optimizer,Topology,Emigration,ChoiceEmi,ChoiceImm,NumberEmiImm,IntervalEmiImm,ObjfName,k,ExecutionTime,SSE
blood,MPI_GWO,NETA,CLONE,WORST,BEST,5,1,SSE,2,46.83,36.8
pathbased,MPI_GWO,NETA,CLONE,WORST,BEST,5,1,SSE,3,16.93,8.57
smiley,MPI_GWO,NETA,CLONE,WORST,BEST,5,1,SSE,4,30.62,11.73
vary-density,MPI_GWO,NETA,CLONE,WORST,BEST,5,1,SSE,3,8.91,2.48
wine,MPI_GWO,NETA,CLONE,WORST,BEST,5,1,SSE,3,11.47,27.45
balance,MPI_GWO,NETB,CLONE,WORST,BEST,3,1,SSE,3,38.37,138.99
blood,MPI_GWO,NETB,CLONE,WORST,BEST,3,1,SSE,2,48.04,36.8
pathbased,MPI_GWO,NETB,CLONE,WORST,BEST,3,1,SSE,3,17.89,8.57
smiley,MPI_GWO,NETB,CLONE,WORST,BEST,3,1,SSE,4,30.28,11.73
vary-density,MPI_GWO,NETB,CLONE,WORST,BEST,3,1,SSE,3,9.41,2.48
wine,MPI_GWO,NETB,CLONE,WORST,BEST,3,1,SSE,3,11.74,27.47
balance,MPI_GWO,TORUS,CLONE,BEST,BEST,5,1,SSE,3,40.53,138.98
blood,MPI_GWO,TORUS,CLONE,BEST,BEST,5,1,SSE,2,46.16,36.8
pathbased,MPI_GWO,TORUS,CLONE,BEST,BEST,5,1,SSE,3,18.1,8.56
smiley,MPI_GWO,TORUS,CLONE,BEST,BEST,5,1,SSE,4,30.89,11.73
vary-density,MPI_GWO,TORUS,CLONE,BEST,BEST,5,1,SSE,3,8.73,2.48
wine,MPI_GWO,TORUS,CLONE,BEST,BEST,5,1,SSE,3,11.68,27.46
balance,MPI_GWO,GRAPH,CLONE,RANDOM,RANDOM,3,2,SSE,3,38.61,138.97
blood,MPI_GWO,GRAPH,CLONE,RANDOM,RANDOM,3,2,SSE,2,47.95,36.8
pathbased,MPI_GWO,GRAPH,CLONE,RANDOM,RANDOM,3,2,SSE,3,17.28,8.56
smiley,MPI_GWO,GRAPH,CLONE,RANDOM,RANDOM,3,2,SSE,4,29.9,11.73
vary-density,MPI_GWO,GRAPH,CLONE,RANDOM,RANDOM,3,2,SSE,3,9.2,2.48
wine,MPI_GWO,GRAPH,CLONE,RANDOM,RANDOM,3,2,SSE,3,11.76,27.42
balance,MPI_GWO,SAME,CLONE,BEST,RANDOM,2,8,SSE,3,28.1,140.52
blood,MPI_GWO,SAME,CLONE,BEST,RANDOM,2,8,SSE,2,35.31,40.45
pathbased,MPI_GWO,SAME,CLONE,BEST,RANDOM,2,8,SSE,3,12.16,9.36
smiley,MPI_GWO,SAME,CLONE,BEST,RANDOM,2,8,SSE,4,21.48,13.53
vary-density,MPI_GWO,SAME,CLONE,BEST,RANDOM,2,8,SSE,3,7.08,2.72
wine,MPI_GWO,SAME,CLONE,BEST,RANDOM,2,8,SSE,3,7.98,57.06
balance,MPI_GWO,GOODBAD,CLONE,RANDOM,BEST,5,1,SSE,3,28.74,139.65
blood,MPI_GWO,GOODBAD,CLONE,RANDOM,BEST,5,1,SSE,2,34.91,40.78
pathbased,MPI_GWO,GOODBAD,CLONE,RANDOM,BEST,5,1,SSE,3,14.97,8.98
smiley,MPI_GWO,GOODBAD,CLONE,RANDOM,BEST,5,1,SSE,4,22.3,12.97
vary-density,MPI_GWO,GOODBAD,CLONE,RANDOM,BEST,5,1,SSE,3,7.52,2.54
wine,MPI_GWO,GOODBAD,CLONE,RANDOM,BEST,5,1,SSE,3,9.83,55.25
balance,MPI_GWO,RAND,REMOVE,WORST,BEST,3,4,SSE,3,27.57,140.97
blood,MPI_GWO,RAND,REMOVE,WORST,BEST,3,4,SSE,2,36.17,42.22
pathbased,MPI_GWO,RAND,REMOVE,WORST,BEST,3,4,SSE,3,13.58,9.34
smiley,MPI_GWO,RAND,REMOVE,WORST,BEST,3,4,SSE,4,22.65,13.26
vary-density,MPI_GWO,RAND,REMOVE,WORST,BEST,3,4,SSE,3,6.9,2.76
wine,MPI_GWO,RAND,REMOVE,WORST,BEST,3,4,SSE,3,9.7,58.05
balance,MPI_WOA,RING,CLONE,BEST,WORST,4,1,SSE,3,37.49,139.69
blood,MPI_WOA,RING,CLONE,BEST,WORST,4,1,SSE,2,46.8,36.81
pathbased,MPI_WOA,RING,CLONE,BEST,WORST,4,1,SSE,3,16.9,8.57
smiley,MPI_WOA,RING,CLONE,BEST,WORST,4,1,SSE,4,28.62,11.8
vary-density,MPI_WOA,RING,CLONE,BEST,WORST,4,1,SSE,3,8.86,2.48
wine,MPI_WOA,RING,CLONE,BEST,WORST,4,1,SSE,3,11.4,41.45
balance,MPI_WOA,TREE,REMOVE,BEST,WORST,4,8,SSE,3,39.29,140.43
blood,MPI_WOA,TREE,REMOVE,BEST,WORST,4,8,SSE,2,44.23,36.85
pathbased,MPI_WOA,TREE,REMOVE,BEST,WORST,4,8,SSE,3,16.08,8.58
smiley,MPI_WOA,TREE,REMOVE,BEST,WORST,4,8,SSE,4,27.29,11.86
vary-density,MPI_WOA,TREE,REMOVE,BEST,WORST,4,8,SSE,3,8.32,2.48
wine,MPI_WOA,TREE,REMOVE,BEST,WORST,4,8,SSE,3,10.64,47.69
balance,MPI_WOA,NETA,CLONE,RANDOM,RANDOM,4,1,SSE,3,38.94,139.85
blood,MPI_WOA,NETA,CLONE,RANDOM,RANDOM,4,1,SSE,2,48.32,36.8
pathbased,MPI_WOA,NETA,CLONE,RANDOM,RANDOM,4,1,SSE,3,17.5,8.56
smiley,MPI_WOA,NETA,CLONE,RANDOM,RANDOM,4,1,SSE,4,29.36,11.87
vary-density,MPI_WOA,NETA,CLONE,RANDOM,RANDOM,4,1,SSE,3,9.24,2.48
wine,MPI_WOA,NETA,CLONE,RANDOM,RANDOM,4,1,SSE,3,10.85,39.55
balance,MPI_WOA,NETB,REMOVE,BEST,RANDOM,4,1,SSE,3,39.5,139.32
blood,MPI_WOA,NETB,REMOVE,BEST,RANDOM,4,1,SSE,2,44.06,36.8
pathbased,MPI_WOA,NETB,REMOVE,BEST,RANDOM,4,1,SSE,3,17.29,8.56
smiley,MPI_WOA,NETB,REMOVE,BEST,RANDOM,4,1,SSE,4,29.79,11.73
vary-density,MPI_WOA,NETB,REMOVE,BEST,RANDOM,4,1,SSE,3,9.24,2.48
wine,MPI_WOA,NETB,REMOVE,BEST,RANDOM,4,1,SSE,3,11.48,35.95
balance,MPI_WOA,TORUS,REMOVE,RANDOM,RANDOM,2,1,SSE,3,38.03,139.44
blood,MPI_WOA,TORUS,REMOVE,RANDOM,RANDOM,2,1,SSE,2,48.32,36.8
pathbased,MPI_WOA,TORUS,REMOVE,RANDOM,RANDOM,2,1,SSE,3,17.66,8.56
smiley,MPI_WOA,TORUS,REMOVE,RANDOM,RANDOM,2,1,SSE,4,29.48,11.75
vary-density,MPI_WOA,TORUS,REMOVE,RANDOM,RANDOM,2,1,SSE,3,9.37,2.48
wine,MPI_WOA,TORUS,REMOVE,RANDOM,RANDOM,2,1,SSE,3,10.85,36.75
balance,MPI_WOA,GRAPH,CLONE,WORST,RANDOM,4,4,SSE,3,39.21,139.73
blood,MPI_WOA,GRAPH,CLONE,WORST,RANDOM,4,4,SSE,2,46.76,36.82
pathbased,MPI_WOA,GRAPH,CLONE,WORST,RANDOM,4,4,SSE,3,16.99,8.56
smiley,MPI_WOA,GRAPH,CLONE,WORST,RANDOM,4,4,SSE,4,30.5,11.96
vary-density,MPI_WOA,GRAPH,CLONE,WORST,RANDOM,4,4,SSE,3,9.05,2.48
wine,MPI_WOA,GRAPH,CLONE,WORST,RANDOM,4,4,SSE,3,10.82,41.81
balance,MPI_WOA,SAME,REMOVE,WORST,BEST,2,6,SSE,3,24.18,151.8
blood,MPI_WOA,SAME,REMOVE,WORST,BEST,2,6,SSE,2,38.16,64.51
pathbased,MPI_WOA,SAME,REMOVE,WORST,BEST,2,6,SSE,3,12.88,12.24
smiley,MPI_WOA,SAME,REMOVE,WORST,BEST,2,6,SSE,4,24.29,15.94
vary-density,MPI_WOA,SAME,REMOVE,WORST,BEST,2,6,SSE,3,6.78,4.27
wine,MPI_WOA,SAME,REMOVE,WORST,BEST,2,6,SSE,3,8.16,114.11
balance,MPI_WOA,GOODBAD,REMOVE,BEST,WORST,4,1,SSE,3,28.78,151.6
blood,MPI_WOA,GOODBAD,REMOVE,BEST,WORST,4,1,SSE,2,36.2,59.84
pathbased,MPI_WOA,GOODBAD,REMOVE,BEST,WORST,4,1,SSE,3,13.72,12.24
smiley,MPI_WOA,GOODBAD,REMOVE,BEST,WORST,4,1,SSE,4,24.88,15.17
vary-density,MPI_WOA,GOODBAD,REMOVE,BEST,WORST,4,1,SSE,3,7.46,4.23
wine,MPI_WOA,GOODBAD,REMOVE,BEST,WORST,4,1,SSE,3,7.25,121.8
balance,MPI_WOA,RAND,REMOVE,BEST,BEST,1,4,SSE,3,31.63,152.33
blood,MPI_WOA,RAND,REMOVE,BEST,BEST,1,4,SSE,2,34.09,63.24
pathbased,MPI_WOA,RAND,REMOVE,BEST,BEST,1,4,SSE,3,14.27,11.98
smiley,MPI_WOA,RAND,REMOVE,BEST,BEST,1,4,SSE,4,20.71,15.45
vary-density,MPI_WOA,RAND,REMOVE,BEST,BEST,1,4,SSE,3,7.53,4.28
wine,MPI_WOA,RAND,REMOVE,BEST,BEST,1,4,SSE,3,8.31,112.45
balance,MPI_MVO,RING,CLONE,WORST,BEST,4,1,SSE,3,37.96,138.94
blood,MPI_MVO,RING,CLONE,WORST,BEST,4,1,SSE,2,47.28,36.81
pathbased,MPI_MVO,RING,CLONE,WORST,BEST,4,1,SSE,3,17.29,8.56
smiley,MPI_MVO,RING,CLONE,WORST,BEST,4,1,SSE,4,28.24,11.72
vary-density,MPI_MVO,RING,CLONE,WORST,BEST,4,1,SSE,3,8.77,2.48
wine,MPI_MVO,RING,CLONE,WORST,BEST,4,1,SSE,3,11.01,28.79
balance,MPI_MVO,TREE,REMOVE,BEST,WORST,2,4,SSE,3,36.89,138.95
blood,MPI_MVO,TREE,REMOVE,BEST,WORST,2,4,SSE,2,43.88,36.81
pathbased,MPI_MVO,TREE,REMOVE,BEST,WORST,2,4,SSE,3,17.88,8.56
smiley,MPI_MVO,TREE,REMOVE,BEST,WORST,2,4,SSE,4,29.16,11.72
vary-density,MPI_MVO,TREE,REMOVE,BEST,WORST,2,4,SSE,3,8.79,2.48
wine,MPI_MVO,TREE,REMOVE,BEST,WORST,2,4,SSE,3,10.85,28.84
balance,MPI_MVO,NETA,CLONE,BEST,RANDOM,5,4,SSE,3,37.13,138.92
blood,MPI_MVO,NETA,CLONE,BEST,RANDOM,5,4,SSE,2,48.01,36.81
pathbased,MPI_MVO,NETA,CLONE,BEST,RANDOM,5,4,SSE,3,17.86,8.56
smiley,MPI_MVO,NETA,CLONE,BEST,RANDOM,5,4,SSE,4,30.76,11.72
vary-density,MPI_MVO,NETA,CLONE,BEST,RANDOM,5,4,SSE,3,9.26,2.48
wine,MPI_MVO,NETA,CLONE,BEST,RANDOM,5,4,SSE,3,10.86,27.78
balance,MPI_MVO,NETB,REMOVE,BEST,WORST,5,1,SSE,3,39.24,138.91
blood,MPI_MVO,NETB,REMOVE,BEST,WORST,5,1,SSE,2,49.57,36.81
pathbased,MPI_MVO,NETB,REMOVE,BEST,WORST,5,1,SSE,3,17.17,8.56
smiley,MPI_MVO,NETB,REMOVE,BEST,WORST,5,1,SSE,4,30.04,11.72
vary-density,MPI_MVO,NETB,REMOVE,BEST,WORST,5,1,SSE,3,8.97,2.48
wine,MPI_MVO,NETB,REMOVE,BEST,WORST,5,1,SSE,3,11.52,27.55
balance,MPI_MVO,TORUS,CLONE,BEST,RANDOM,3,1,SSE,3,37.18,138.91
blood,MPI_MVO,TORUS,CLONE,BEST,RANDOM,3,1,SSE,2,47.03,36.81
pathbased,MPI_MVO,TORUS,CLONE,BEST,RANDOM,3,1,SSE,3,16.93,8.56
smiley,MPI_MVO,TORUS,CLONE,BEST,RANDOM,3,1,SSE,4,29.37,11.84
vary-density,MPI_MVO,TORUS,CLONE,BEST,RANDOM,3,1,SSE,3,9.34,2.48
wine,MPI_MVO,TORUS,CLONE,BEST,RANDOM,3,1,SSE,3,11.44,35.33
balance,MPI_MVO,GRAPH,CLONE,RANDOM,RANDOM,1,1,SSE,3,37.19,138.91
blood,MPI_MVO,GRAPH,CLONE,RANDOM,RANDOM,1,1,SSE,2,47.93,36.81
pathbased,MPI_MVO,GRAPH,CLONE,RANDOM,RANDOM,1,1,SSE,3,18.57,8.56
smiley,MPI_MVO,GRAPH,CLONE,RANDOM,RANDOM,1,1,SSE,4,31.01,11.72
vary-density,MPI_MVO,GRAPH,CLONE,RANDOM,RANDOM,1,1,SSE,3,9.2,2.48
wine,MPI_MVO,GRAPH,CLONE,RANDOM,RANDOM,1,1,SSE,3,11.05,27.52
balance,MPI_MVO,SAME,REMOVE,WORST,BEST,3,2,SSE,3,24.27,139.25
blood,MPI_MVO,SAME,REMOVE,WORST,BEST,3,2,SSE,2,35.56,55.17
pathbased,MPI_MVO,SAME,REMOVE,WORST,BEST,3,2,SSE,3,12.7,8.57
smiley,MPI_MVO,SAME,REMOVE,WORST,BEST,3,2,SSE,4,24.12,12.47
vary-density,MPI_MVO,SAME,REMOVE,WORST,BEST,3,2,SSE,3,7.12,3.49
wine,MPI_MVO,SAME,REMOVE,WORST,BEST,3,2,SSE,3,9.54,54.69
balance,MPI_MVO,GOODBAD,CLONE,RANDOM,RANDOM,5,8,SSE,3,27.58,139.27
blood,MPI_MVO,GOODBAD,CLONE,RANDOM,RANDOM,5,8,SSE,2,39.05,50.9
pathbased,MPI_MVO,GOODBAD,CLONE,RANDOM,RANDOM,5,8,SSE,3,13.05,8.57
smiley,MPI_MVO,GOODBAD,CLONE,RANDOM,RANDOM,5,8,SSE,4,23.01,12.41
vary-density,MPI_MVO,GOODBAD,CLONE,RANDOM,RANDOM,5,8,SSE,3,7.44,3.77
wine,MPI_MVO,GOODBAD,CLONE,RANDOM,RANDOM,5,8,SSE,3,7.49,54.72
balance,MPI_MVO,RAND,REMOVE,WORST,WORST,2,8,SSE,3,28.26,139.3
blood,MPI_MVO,RAND,REMOVE,WORST,WORST,2,8,SSE,2,36.0,54.9
pathbased,MPI_MVO,RAND,REMOVE,WORST,WORST,2,8,SSE,3,13.74,8.57
smiley,MPI_MVO,RAND,REMOVE,WORST,WORST,2,8,SSE,4,20.6,12.48
vary-density,MPI_MVO,RAND,REMOVE,WORST,WORST,2,8,SSE,3,6.37,3.63
wine,MPI_MVO,RAND,REMOVE,WORST,WORST,2,8,SSE,3,7.67,54.66
balance,MPI_MFO,RING,CLONE,BEST,BEST,4,1,SSE,3,36.74,138.97
blood,MPI_MFO,RING,CLONE,BEST,BEST,4,1,SSE,2,46.58,36.8
pathbased,MPI_MFO,RING,CLONE,BEST,BEST,4,1,SSE,3,17.7,8.56
smiley,MPI_MFO,RING,CLONE,BEST,BEST,4,1,SSE,4,30.24,11.71
vary-density,MPI_MFO,RING,CLONE,BEST,BEST,4,1,SSE,3,8.95,2.48
wine,MPI_MFO,RING,CLONE,BEST,BEST,4,1,SSE,3,11.12,47.37
balance,MPI_MFO,TREE,CLONE,WORST,WORST,4,1,SSE,3,36.57,138.9
blood,MPI_MFO,TREE,CLONE,WORST,WORST,4,1,SSE,2,46.84,36.8
pathbased,MPI_MFO,TREE,CLONE,WORST,WORST,4,1,SSE,3,17.83,8.56
smiley,MPI_MFO,TREE,CLONE,WORST,WORST,4,1,SSE,4,29.67,11.78
vary-density,MPI_MFO,TREE,CLONE,WORST,WORST,4,1,SSE,3,9.09,2.48
wine,MPI_MFO,TREE,CLONE,WORST,WORST,4,1,SSE,3,11.2,44.24
balance,MPI_MFO,NETA,CLONE,BEST,BEST,3,1,SSE,3,37.4,138.91
blood,MPI_MFO,NETA,CLONE,BEST,BEST,3,1,SSE,2,47.78,36.8
pathbased,MPI_MFO,NETA,CLONE,BEST,BEST,3,1,SSE,3,18.32,8.56
smiley,MPI_MFO,NETA,CLONE,BEST,BEST,3,1,SSE,4,29.46,11.81
vary-density,MPI_MFO,NETA,CLONE,BEST,BEST,3,1,SSE,3,9.32,2.48
wine,MPI_MFO,NETA,CLONE,BEST,BEST,3,1,SSE,3,11.18,43.73
balance,MPI_MFO,NETB,CLONE,BEST,BEST,4,1,SSE,3,37.36,138.9
blood,MPI_MFO,NETB,CLONE,BEST,BEST,4,1,SSE,2,48.18,36.8
pathbased,MPI_MFO,NETB,CLONE,BEST,BEST,4,1,SSE,3,17.39,8.56
smiley,MPI_MFO,NETB,CLONE,BEST,BEST,4,1,SSE,4,30.57,11.81
vary-density,MPI_MFO,NETB,CLONE,BEST,BEST,4,1,SSE,3,8.96,2.48
wine,MPI_MFO,NETB,CLONE,BEST,BEST,4,1,SSE,3,11.36,44.2
balance,MPI_MFO,TORUS,CLONE,BEST,WORST,4,4,SSE,3,38.33,138.91
blood,MPI_MFO,TORUS,CLONE,BEST,WORST,4,4,SSE,2,46.97,36.8
pathbased,MPI_MFO,TORUS,CLONE,BEST,WORST,4,4,SSE,3,17.45,8.56
smiley,MPI_MFO,TORUS,CLONE,BEST,WORST,4,4,SSE,4,28.75,11.78
vary-density,MPI_MFO,TORUS,CLONE,BEST,WORST,4,4,SSE,3,8.9,2.48
wine,MPI_MFO,TORUS,CLONE,BEST,WORST,4,4,SSE,3,11.36,46.39
balance,MPI_MFO,GRAPH,CLONE,BEST,RANDOM,2,10,SSE,3,37.8,138.92
blood,MPI_MFO,GRAPH,CLONE,BEST,RANDOM,2,10,SSE,2,46.16,36.8
pathbased,MPI_MFO,GRAPH,CLONE,BEST,RANDOM,2,10,SSE,3,17.79,8.56
smiley,MPI_MFO,GRAPH,CLONE,BEST,RANDOM,2,10,SSE,4,30.02,11.78
vary-density,MPI_MFO,GRAPH,CLONE,BEST,RANDOM,2,10,SSE,3,9.28,2.48
wine,MPI_MFO,GRAPH,CLONE,BEST,RANDOM,2,10,SSE,3,11.35,42.13
balance,MPI_MFO,SAME,REMOVE,WORST,RANDOM,5,8,SSE,3,29.42,141.22
blood,MPI_MFO,SAME,REMOVE,WORST,RANDOM,5,8,SSE,2,35.09,42.08
pathbased,MPI_MFO,SAME,REMOVE,WORST,RANDOM,5,8,SSE,3,12.88,8.74
smiley,MPI_MFO,SAME,REMOVE,WORST,RANDOM,5,8,SSE,4,24.36,13.32
vary-density,MPI_MFO,SAME,REMOVE,WORST,RANDOM,5,8,SSE,3,6.74,3.11
wine,MPI_MFO,SAME,REMOVE,WORST,RANDOM,5,8,SSE,3,7.18,87.74
balance,MPI_MFO,GOODBAD,REMOVE,RANDOM,WORST,5,10,SSE,3,28.4,142.12
blood,MPI_MFO,GOODBAD,REMOVE,RANDOM,WORST,5,10,SSE,2,39.15,41.76
pathbased,MPI_MFO,GOODBAD,REMOVE,RANDOM,WORST,5,10,SSE,3,15.22,8.74
smiley,MPI_MFO,GOODBAD,REMOVE,RANDOM,WORST,5,10,SSE,4,22.91,12.92
vary-density,MPI_MFO,GOODBAD,REMOVE,RANDOM,WORST,5,10,SSE,3,6.74,3.54
wine,MPI_MFO,GOODBAD,REMOVE,RANDOM,WORST,5,10,SSE,3,8.88,81.05
balance,MPI_MFO,RAND,CLONE,WORST,BEST,5,8,SSE,3,30.02,140.84
blood,MPI_MFO,RAND,CLONE,WORST,BEST,5,8,SSE,2,41.53,43.54
pathbased,MPI_MFO,RAND,CLONE,WORST,BEST,5,8,SSE,3,11.2,8.72
smiley,MPI_MFO,RAND,CLONE,WORST,BEST,5,8,SSE,4,20.46,12.84
vary-density,MPI_MFO,RAND,CLONE,WORST,BEST,5,8,SSE,3,5.68,3.51
wine,MPI_MFO,RAND,CLONE,WORST,BEST,5,8,SSE,3,8.3,85.44
balance,MPI_CS,RING,REMOVE,RANDOM,BEST,4,2,SSE,3,74.64,142.89
blood,MPI_CS,RING,REMOVE,RANDOM,BEST,4,2,SSE,2,96.35,212.92
pathbased,MPI_CS,RING,REMOVE,RANDOM,BEST,4,2,SSE,3,33.14,24.13
smiley,MPI_CS,RING,REMOVE,RANDOM,BEST,4,2,SSE,4,55.56,13.2
vary-density,MPI_CS,RING,REMOVE,RANDOM,BEST,4,2,SSE,3,17.96,2.79
wine,MPI_CS,RING,REMOVE,RANDOM,BEST,4,2,SSE,3,21.17,100.14
balance,MPI_CS,TREE,CLONE,RANDOM,BEST,2,2,SSE,3,70.35,142.89
blood,MPI_CS,TREE,CLONE,RANDOM,BEST,2,2,SSE,2,96.56,44.89
pathbased,MPI_CS,TREE,CLONE,RANDOM,BEST,2,2,SSE,3,35.32,13.63
smiley,MPI_CS,TREE,CLONE,RANDOM,BEST,2,2,SSE,4,57.63,13.12
vary-density,MPI_CS,TREE,CLONE,RANDOM,BEST,2,2,SSE,3,17.44,2.8
wine,MPI_CS,TREE,CLONE,RANDOM,BEST,2,2,SSE,3,21.48,78.55
balance,MPI_CS,NETA,REMOVE,WORST,WORST,5,10,SSE,3,73.65,144.41
blood,MPI_CS,NETA,REMOVE,WORST,WORST,5,10,SSE,2,96.51,49.46
pathbased,MPI_CS,NETA,REMOVE,WORST,WORST,5,10,SSE,3,34.59,9.05
smiley,MPI_CS,NETA,REMOVE,WORST,WORST,5,10,SSE,4,56.47,13.43
vary-density,MPI_CS,NETA,REMOVE,WORST,WORST,5,10,SSE,3,17.34,2.91
wine,MPI_CS,NETA,REMOVE,WORST,WORST,5,10,SSE,3,21.36,81.61
balance,MPI_CS,NETB,CLONE,RANDOM,BEST,4,10,SSE,3,70.14,172.4
blood,MPI_CS,NETB,CLONE,RANDOM,BEST,4,10,SSE,2,97.52,43.34
pathbased,MPI_CS,NETB,CLONE,RANDOM,BEST,4,10,SSE,3,34.32,14.13
smiley,MPI_CS,NETB,CLONE,RANDOM,BEST,4,10,SSE,4,56.81,13.2
vary-density,MPI_CS,NETB,CLONE,RANDOM,BEST,4,10,SSE,3,17.57,3.75
wine,MPI_CS,NETB,CLONE,RANDOM,BEST,4,10,SSE,3,20.64,77.45
balance,MPI_CS,TORUS,REMOVE,RANDOM,BEST,5,8,SSE,3,73.52,157.25
blood,MPI_CS,TORUS,REMOVE,RANDOM,BEST,5,8,SSE,2,100.16,168.1
pathbased,MPI_CS,TORUS,REMOVE,RANDOM,BEST,5,8,SSE,3,35.28,18.55
smiley,MPI_CS,TORUS,REMOVE,RANDOM,BEST,5,8,SSE,4,57.38,13.18
vary-density,MPI_CS,TORUS,REMOVE,RANDOM,BEST,5,8,SSE,3,17.44,2.81
wine,MPI_CS,TORUS,REMOVE,RANDOM,BEST,5,8,SSE,3,21.27,90.33
balance,MPI_CS,GRAPH,CLONE,RANDOM,BEST,2,4,SSE,3,73.25,143.08
blood,MPI_CS,GRAPH,CLONE,RANDOM,BEST,2,4,SSE,2,99.6,44.23
pathbased,MPI_CS,GRAPH,CLONE,RANDOM,BEST,2,4,SSE,3,34.84,12.99
smiley,MPI_CS,GRAPH,CLONE,RANDOM,BEST,2,4,SSE,4,59.81,29.08
vary-density,MPI_CS,GRAPH,CLONE,RANDOM,BEST,2,4,SSE,3,17.57,2.88
wine,MPI_CS,GRAPH,CLONE,RANDOM,BEST,2,4,SSE,3,21.63,78.1
balance,MPI_CS,SAME,REMOVE,RANDOM,BEST,2,10,SSE,3,64.58,143.59
blood,MPI_CS,SAME,REMOVE,RANDOM,BEST,2,10,SSE,2,77.85,49.21
pathbased,MPI_CS,SAME,REMOVE,RANDOM,BEST,2,10,SSE,3,28.06,9.07
smiley,MPI_CS,SAME,REMOVE,RANDOM,BEST,2,10,SSE,4,41.14,13.49
vary-density,MPI_CS,SAME,REMOVE,RANDOM,BEST,2,10,SSE,3,15.49,2.89
wine,MPI_CS,SAME,REMOVE,RANDOM,BEST,2,10,SSE,3,15.34,84.95
balance,MPI_CS,GOODBAD,CLONE,BEST,BEST,4,6,SSE,3,57.9,143.56
blood,MPI_CS,GOODBAD,CLONE,BEST,BEST,4,6,SSE,2,82.24,48.39
pathbased,MPI_CS,GOODBAD,CLONE,BEST,BEST,4,6,SSE,3,27.43,9.05
smiley,MPI_CS,GOODBAD,CLONE,BEST,BEST,4,6,SSE,4,39.34,13.48
vary-density,MPI_CS,GOODBAD,CLONE,BEST,BEST,4,6,SSE,3,11.49,2.89
wine,MPI_CS,GOODBAD,CLONE,BEST,BEST,4,6,SSE,3,16.21,84.43
balance,MPI_CS,RAND,REMOVE,WORST,WORST,2,1,SSE,3,54.83,143.61
blood,MPI_CS,RAND,REMOVE,WORST,WORST,2,1,SSE,2,79.54,47.98
pathbased,MPI_CS,RAND,REMOVE,WORST,WORST,2,1,SSE,3,25.92,9.13
smiley,MPI_CS,RAND,REMOVE,WORST,WORST,2,1,SSE,4,44.96,13.39
vary-density,MPI_CS,RAND,REMOVE,WORST,WORST,2,1,SSE,3,15.14,2.98
wine,MPI_CS,RAND,REMOVE,WORST,WORST,2,1,SSE,3,16.35,85.72
